Date,Case,Category,Incident,Location,Synopsis,Disposition
"6/10/19 14:27","","ALL OTHER OFFENSES","DISTURBING PEACE -FAMILY","980 OHLONE AVE","","CLOSED"
"6/10/19 15:36","","WELFARE CHECK","CHECK WELFARE- 911 CALL","CKC-2","","CLOSED"
"6/10/19 16:01","","VEHICLE CODE VIOLATION","VEHICLE CODE VIOLATION","1110 JACKSON STREET","","CLOSED"
"6/10/19 16:39","","MISC. SERVICE","CIVIL ADVICE","UCPD","","CLOSED"
"6/10/19 16:51","19-01541","DISORDERLY CONDUCT","PROWLING/PRIV PROP","ASUC GARAGE","OCCD 06/10/2019 1702 HRS BENJAMIN, STEPHAN (MB-38-O) ARRESTED FOR POSSESSION OF PARAPHERNALIA AND PROWLING ON PRIVATE PROPERTY AND ISSUED A 7 DAY STAY AWAY FROM UC BERKELEY CAMPUS, ASUC GARAGE. TO BPD JAIL","CLOSED BY ARREST"
"6/10/19 16:45","","VEHICLE CODE VIOLATION","VEHICLE CODE VIOLATION","945 OHLONE AVE","","CLOSED BY CITATION"
"6/10/19 16:55","","WELFARE CHECK","CHECK WELFARE- 911 CALL","ZELLERBACH HALL","","CLOSED"
"6/10/19 17:47","","ALL OTHER OFFENSES","DISTURBING THE PEACE","LECONTE HALL","","FIELD IDENTIFICATION CARD"
"6/10/19 18:31","","OUTSIDE ASSIST","OUTSIDE ASSIST -MISCELLANEOUS","2460 BANCROFT WAY","","CLOSED"
"6/10/19 19:06","","ALL OTHER OFFENSES","RULE VIOLATION","PEOPLES PARK","","CLOSED"
"6/10/19 22:31","","DISORDERLY CONDUCT","LODGING","ASUC GARAGE","","CLOSED"
"6/10/19 23:10","","PEDESTRIAN STOP","SUSPECT STOP","2460 BANCROFT WAY","","CLOSED"
"6/10/19 23:14","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE","SPIEKER PLAZA","","CLOSED"
"6/10/19 23:36","","PEDESTRIAN STOP","SUSPECT STOP","UPPER SPROUL PLAZA","","CLOSED"
"6/10/19 23:57","","ALL OTHER OFFENSES","DISTURBING PEACE-ENTERTAINMENT","CLARK KERR CAMPUS","","CLOSED"
"6/11/19 0:19","","PEDESTRIAN STOP","SUSPECT STOP","IFO PAT BROWS CAFE","","FIELD IDENTIFICATION CARD"
"6/11/19 0:22","","PEDESTRIAN STOP","SUSPECT STOP","UPPER SPROUL PLAZA","","CLOSED"
"6/11/19 1:47","","MAINTENANCE ISSUE","CAMPUS CONDITION -SECURITY","UNIT-1","","CLOSED"
"6/11/19 2:15","","PEDESTRIAN STOP","SUSPECT STOP","UNIVERSITY HALL","","FIELD IDENTIFICATION CARD"
"6/11/19 2:33","","WELFARE CHECK","CHECK WELFARE- 911 CALL","LI KA SHING","","CLOSED"
"6/11/19 3:07","19-01542","WEAPONS VIOLATIONS","EXHIBITION DEADLY WEAPON/KNIFE","EVANS HALL","(MH-58-E) VICTIM OF BRANDISHING VIA BASEBALL BAT, EVANS HALL. NO PROSECUTION SOUGHT.","UNDER INVESTIGATION"
"6/11/19 3:40","","ALL OTHER OFFENSES","DISTURBING THE PEACE","HAAS BUSINESS SCHOOL","","CLOSED"
"6/11/19 5:12","","PEDESTRIAN STOP","SUSPECT STOP","CHEM GROUP","","FIELD IDENTIFICATION CARD"
"6/11/19 5:19","19-01543","ALL OTHER OFFENSES","VIOLATION OF COURT ORDER","ELLSWORTH PARKING STRUCTURE","COEN, WESTON (MW-28-O) ARRESTED FOR PROBATION VIOLATION AND VIOLATION OF A COURT ORDER, STRUCTURE C. TOT BPD JAIL","CLOSED BY ARREST"
"6/11/19 7:29","","WELFARE CHECK","CHECK WELFARE- 911 CALL","FOOTHILL-1","","CLOSED"
"6/11/19 7:40","","DISORDERLY CONDUCT","LODGING","KROEBER HALL","","CLOSED"
"6/11/19 8:14","","TRAFFIC STOP","TRAFFIC STOP","BAN E SHAT","","CLOSED BY CITATION"
"6/11/19 8:34","","DISORDERLY CONDUCT","LODGING","MANVILLE APTS","","CLOSED"
"6/11/19 8:45","","TRAFFIC STOP","TRAFFIC STOP","BUCHANON W JACKSON","","CLOSED BY CITATION"
"6/11/19 9:25","","PEDESTRIAN STOP","SUSPECT STOP","B&T","","CLOSED"
"6/11/19 9:28","19-01544","ALL OTHER OFFENSES","WARRANT ARREST","CLARK KERR CAMPUS","OCCD 6/11/2019 1004 BLUE, HERBERT (MW-61-O) ARRESTED ON A CALIFORNIA DEPARTMENT OF CORRECTIONS WARRANT AND FOR PROVIDING FALSE INFORMATION TO A POLICE OFFICER, CKC TO SANTA RITA JAIL.","CLOSED BY ARREST"
"6/11/19 10:15","","SUSPICIOUS EVENT","SUSPICIOUS PERSON","GOLDEN BEAR REC CENTER","","CLOSED"
"6/11/19 10:44","","ALL OTHER OFFENSES","DISTURBING THE PEACE","LI KA SHING","","CLOSED"
"6/11/19 10:52","","MISC. SERVICE","CAMPSITE INVESTIGATION","WEST CRESCENT","","CLOSED"
"6/11/19 10:54","","SUSPICIOUS EVENT","SUSPICIOUS VEHICLE","WALNUT N HEARST","","CLOSED"
"6/11/19 11:53","","WELFARE CHECK","WELFARE CHECK","FOX COTTAGE","","CLOSED"
"6/11/19 12:27","19-01545","WELFARE CHECK","WELFARE CHECK","UCPD","OCCD 06/11/2019 1227 HRS (MW-21-E) WELFARE CHECK ON STUDENT, UCPD. PROVES OKAY.","UNDER INVESTIGATION"
"6/11/19 12:41","","MISC. SERVICE","PROPERTY DAMAGE","UPPER SPROUL PLAZA","","CLOSED"
"6/11/19 13:07","","SUSPICIOUS EVENT","SUSPICIOUS PACKAGE","LOWER SPROUL PLAZA","","FIELD IDENTIFICATION CARD"
"6/11/19 13:37","","DISORDERLY CONDUCT","LODGING","MANVILLE APTS","","CLOSED"
"6/11/19 13:57","","WELFARE CHECK","CHECK WELFARE- 911 CALL","FOOTHILL-1","","CLOSED"
"6/11/19 14:08","","ALL OTHER OFFENSES","RULE VIOLATION","GENETICS & PLANT BIOLOGY","","FIELD IDENTIFICATION CARD"
"6/11/19 14:15","19-01547","TRAFFIC","ACCIDENT / NO INJURIES","APPARATUS BAY LOT","OCCD 6/11/2019 1415 VEHICLE INVOLVED IN A NON INJURY VEHICLE ACCIDENT WITH A FIXED OBJECT, 1053 MONROE.","UNDER INVESTIGATION"
"6/11/19 14:23","19-01546","MEDICAL EVENT","INJURY OR ILLNESS","PEOPLES PARK","OCCD 06/11/2019 1426 HRS (MW-45-O) VICTIM OF SUSPECTED DRUG OVERDOSE, PEOPLES PARK TO ABH.","CLOSED"
"6/11/19 15:40","19-01548","MEDICAL EVENT","INJURY OR ILLNESS","EUCALYPTUS GROVE","OCCD 06/11/2019 1540 HRS (MW-21-O) VICTIM OF INJURY, EUCALYTUS GROVE. WILL SEEK OWN MEDICAL.","CLOSED"
"6/11/19 15:42","19-01549","FORGERY AND COUNTERFEITING","FRAUDULENT USE OF CREDIT CARD","DURANT HALL","OCCD 6/11/2019 0736 (FW-36-E) REPORTS FRAUD VIA PHISHING SCAM, DURANT HALL. LOSS: $105.","UNDER INVESTIGATION"
"6/11/19 16:15","","PEDESTRIAN STOP","PEDESTRIAN STOP","KROEBER HALL","","FIELD IDENTIFICATION CARD"
"6/11/19 16:57","19-01550","ALL OTHER OFFENSES","VIOLATION OF DOMESTIC ORDER","335 OHLONE AVE","OCCURED: 06/11/19 1657. (FOA-S) REPORTS VIOLATION OF A DOMESTIC ORDER, 335 OHLONE.","UNDER INVESTIGATION"
"6/11/19 17:51","","ALL OTHER OFFENSES","DISTURBING THE PEACE","STRAWBERRY CREEK BRIDGE","","CLOSED"
"6/11/19 18:09","","ALL OTHER OFFENSES","RULE VIOLATION","UPPER SPROUL PLAZA","","FIELD IDENTIFICATION CARD"
"6/11/19 18:51","","ALL OTHER OFFENSES","RULE VIOLATION","AQUATIC CENTER","","CLOSED"
"6/11/19 20:30","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE","2401 BANCROFT WAY","","CLOSED"
"6/11/19 20:39","","MAINTENANCE ISSUE","CAMPUS CONDITION -SECURITY","NORTHGATE HALL","","CLOSED"
"6/11/19 21:51","","MAINTENANCE ISSUE","CAMPUS CONDITION -GROUNDS","WURSTER HALL","","CLOSED"
"6/11/19 22:17","19-01551","LARCENY/THEFT","PETTY THEFT -BIKE REPORT","DWINELLE HALL","OCC 06/11/2019 1730-2100 (MH-34-S) REPORTS THEFT OF HIS BLACK MAGNUM PEAK ELECTRIC BIKE, DWIENLLE HALL. LOSS $2,000","UNDER INVESTIGATION"
"6/11/19 22:30","","OUTSIDE ASSIST","OUTSIDE ASSIST - BPD","DWIGHT/BENVENUE","","CLOSED"
"6/11/19 23:55","19-01552","BURGLARY","BURGLARY","2120 OXFORD","OCCURED: 06/11/19 2351-2352. BURGLARY VIA UNKNOWN BURGLARY TOOL, 2120 OXFORD.","UNDER INVESTIGATION"
"6/12/19 2:15","19-01553","VANDALISM","MALICIOUS MISCHIEF","UPPER SPROUL PLAZA","OCCURED: 06/12/19 0215 CHOCKLA, THOMAS (MW-63-O) ARRESTED FOR VANDALISM VIA MARKER, MLK. TO BPD JAIL.","CLOSED BY ARREST"
"6/12/19 3:54","","PEDESTRIAN STOP","SUSPECT STOP","ASUC GARAGE","","CLOSED"
"6/12/19 4:03","","MAINTENANCE ISSUE","CAMPUS CONDITION -SECURITY","NORTHGATE HALL","","CLOSED"
"6/12/19 7:14","","ALL OTHER OFFENSES","DISTURBING THE PEACE","MULFORD HALL","","CLOSED"
"6/12/19 7:26","19-01554","WEAPONS VIOLATIONS","POSS KNIFE ON UNIV GROUNDS","MULFORD HALL","OCCD 06/12/2019, 0740 LANDAU, BRADLEY (MW-49-O) ARRESTED FOR POSSESSION OF A KNIFE ON UNIVERSITY PROPERTY, MULFORD HALL TO BPD JAIL.","CLOSED BY ARREST"
"6/12/19 10:09","","PEDESTRIAN STOP","PEDESTRIAN STOP","TELE / BANCROFT","","CLOSED"
"6/12/19 10:21","","MAINTENANCE ISSUE","CAMPUS CONDITION -ROADWAYS","KOSHLAND HALL","","CLOSED"
"6/12/19 11:13","19-01555","SUSPICIOUS EVENT","SUSPICIOUS PACKAGE","SPROUL HALL","OCCD 06/12/2019, 1108 (MAA-S) REPORTS RECEIVING SUSPICIOUS PACKAGE, SPROUL HALL.","UNDER INVESTIGATION"
"6/12/19 11:19","19-01557","LARCENY/THEFT","AUTO BURGLARY -REPORT","1000 JACKSON STREET","","UNDER INVESTIGATION"
"6/12/19 11:25","","PEDESTRIAN STOP","PEDESTRIAN STOP","PARKER","","CLOSED"
"6/12/19 11:47","19-01556","ALL OTHER OFFENSES","UNLICENSED DRIVER","DWI W ELLSWORTH","OCCURRED 06/12/2019 1148 HRS. (MW-42-O) CITED FOR BEING AN UNLICENSED DRIVER, DWIGHT AND ELLSWORTH.","CLOSED BY CITATION"
"6/12/19 11:53","","SUPPLEMENT","SUPPLEMENT","AMAZON STORE","","CLOSED"
"6/12/19 12:15","","SUSPICIOUS EVENT","SUSPICIOUS VEHICLE","DWIGHT / BOWDITCH","","CLOSED"
"6/12/19 12:22","19-01558","MISC. SERVICE","LOST UC KEYS","BOALT HALL","OCCD 06/12/2019, 1223 (MXA-S) REPORTS THE LOSS OF 2 UC KEYS, BOALT.","UNDER INVESTIGATION"
"6/12/19 12:23","","WELFARE CHECK","CHECK WELFARE- 911 CALL","BANWAY","","CLOSED"
"6/12/19 14:50","19-01559","MISC. SERVICE","CIVIL ADVICE","755 OHLONE AVE","OCCD 06/08/2019, UNK TIME (FX-31-O) GIVEN CIVIL ADVICE REGARDING POSSIBLE SCAM, 755 OHLONE, UVA.","UNDER INVESTIGATION"
"6/12/19 16:18","","PEDESTRIAN STOP","PEDESTRIAN STOP","PEOPLES PARK","","CLOSED"
"6/12/19 16:36","","TRAFFIC STOP","TRAFFIC STOP","MILVIA AND ADDISON","","WARNING ISSUED"
"6/12/19 17:30","","WELFARE CHECK","CHECK WELFARE- 911 CALL","SIMON HALL","","CLOSED"
"6/12/19 18:31","","MISC. SERVICE","CIVIL ADVICE","435 GOODING WAY","","CLOSED"
"6/12/19 19:06","19-01560","ALL OTHER OFFENSES","MISD. HIT & RUN -REPORT","LBNL-31","OCCD 6/12/2019 0930-1845 (MW-42-E) REPORTS HIT AND RUN TO HIS VEHICLE, LBNL-31.","UNDER INVESTIGATION"
"6/12/19 19:43","","WELFARE CHECK","CHECK WELFARE- 911 CALL","2205 BARROWS LANE","","CLOSED"
"6/12/19 21:01","","TRAFFIC STOP","TRAFFIC STOP","SHAT DURANT","","CLOSED BY CITATION"
"6/12/19 21:07","","VEHICLE CODE VIOLATION","VEHICLE CODE VIOLATION","1040 JACKSON STREET","","CLOSED BY CITATION"
"6/12/19 21:19","","TRAFFIC STOP","TRAFFIC STOP","HEARST OXFORD","","WARNING ISSUED"
"6/12/19 21:23","","TRAFFIC STOP","TRAFFIC STOP","BANC SHATTUCK","","WARNING ISSUED"
"6/12/19 21:25","","TRAFFIC STOP","TRAFFIC STOP","OXFORD VIRGINIA","","CLOSED BY CITATION"
"6/12/19 21:49","","TRAFFIC STOP","TRAFFIC STOP","BAN ELLES","","WARNING ISSUED"
"6/12/19 21:52","","TRAFFIC STOP","TRAFFIC STOP","BOTANICAL GARDENS GARDENS","","WARNING ISSUED"
"6/12/19 22:13","","TRAFFIC STOP","TRAFFIC STOP","FULT DUR","","CLOSED BY CITATION"
"6/12/19 22:38","","MAINTENANCE ISSUE","CAMPUS CONDITION -SECURITY","HELLMAN TENNIS COURTS","","CLOSED"
"6/12/19 23:40","","TRAFFIC STOP","TRAFFIC STOP","SHAT ALLSTON","","CLOSED BY CITATION"
"6/12/19 23:51","","TRAFFIC STOP","TRAFFIC STOP","SHAT ALL","","CLOSED BY CITATION"
"6/12/19 23:56","19-01561","MISC. SERVICE","CIVIL ADVICE","580 OHLONE AVE","(MH-26-O) GIVEN CIVIL ADVICE REGARDING UNSECURED PREMISE, 580 OHLONE.","UNDER INVESTIGATION"
"6/13/19 0:47","","PEDESTRIAN STOP","SUSPECT STOP","BLUM HALL","","FIELD IDENTIFICATION CARD"
"6/13/19 0:50","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE","WURSTER HALL","","CLOSED"
"6/13/19 1:00","","MISC. SERVICE","FOUND PROPERTY","ESHLEMAN HALL","","CLOSED"
"6/13/19 1:24","","MAINTENANCE ISSUE","CAMPUS CONDITION -SECURITY","UNIT-2 DAVIDSON","","CLOSED"
"6/13/19 1:31","","DISORDERLY CONDUCT","LODGING","LOWER SPROUL GARAGE","","CLOSED"
"6/13/19 1:52","","PEDESTRIAN STOP","PEDESTRIAN STOP","VALLEY LIFE SCIENCE BLDG","","CLOSED"
"6/13/19 2:26","","PEDESTRIAN STOP","SUSPECT STOP","BETWEEN DURANT AND CAL HALL","","FIELD IDENTIFICATION CARD"
"6/13/19 3:18","","PEDESTRIAN STOP","SUSPECT STOP","BAN MILVIA","","WARNING ISSUED"
"6/13/19 6:26","","MISC. SERVICE","CAMPSITE INVESTIGATION","STRAWBERRY POOL","","CLOSED"
"6/13/19 7:19","","WELFARE CHECK","CHECK WELFARE- 911 CALL","600 RED OAK AVE","","CLOSED"
"6/13/19 8:58","","WELFARE CHECK","CHECK WELFARE- 911 CALL","ALUMNI HOUSE","","CLOSED"
"6/13/19 9:18","19-01562","MEDICAL EVENT","INJURY OR ILLNESS","REC SPRT FAC","OCCD 06/13/2019, 0919 (FW-78-E) VICTIM OF INJURY VIA FALL, RSF. WILL SEEK OWN MEDICAL","CLOSED"
"6/13/19 9:25","19-01563","FORGERY AND COUNTERFEITING","FRAUDULENT USE OF CREDIT CARD","BANWAY","OCCD 05/31/2019, UNK TIME (MW-44-E) REPORTS FRAUDULENT USE OF HIS UC BLU CARD, BANWAY. LOSS $100","UNDER INVESTIGATION"
"6/13/19 9:37","","VEHICLE CODE VIOLATION","VEHICLE CODE VIOLATION","DONNER LAB","","CLOSED BY CITATION"
"6/13/19 11:08","","WELFARE CHECK","CHECK WELFARE- 911 CALL","LIFE SCIENCE ADDITION","","CLOSED"
"6/13/19 11:14","","TRAFFIC STOP","TRAFFIC STOP","6TH-RED OAK","","WARNING ISSUED"
"6/13/19 11:41","","WELFARE CHECK","WELFARE CHECK","DURANT HALL","","FIELD IDENTIFICATION CARD"
"6/13/19 11:57","","VEHICLE CODE VIOLATION","VEHICLE CODE VIOLATION","BARROWS LANE","","CLOSED"
"6/13/19 12:36","","VEHICLE CODE VIOLATION","VEHICLE CODE VIOLATION","CLARK KERR CAMPUS","","CLOSED"
"6/13/19 12:40","19-01564","MISC. SERVICE","LOST UC KEYS","UNKNOWN","(MX-42-E) REPORTS THE LOSS OF 1 UC KEY.","UNDER INVESTIGATION"
"6/13/19 13:16","","VEHICLE CODE VIOLATION","VEHICLE CODE VIOLATION","LBNL-48","","CANCELLED"
"6/13/19 13:19","19-01565","VANDALISM","MALICIOUS MISCHIEF - REPORT","HEATING PLANT","ORTIZPAZ, JAVIEL D (MH-25-O) ARRESTED FOR PUBLIC INTOXICATION AND VANDALISM, STEAM PLANT. TO BPD JAIL","CLOSED BY ARREST"
"6/13/19 14:00","","TRAFFIC STOP","TRAFFIC STOP","2500 BANC","","CLOSED BY CITATION"
"6/13/19 14:04","19-01566","FORGERY AND COUNTERFEITING","FRAUDULENT USE OF CREDIT CARD","2610 CHANNING WAY","(MU-31-E) REPORTS FRAUDALENT USE OF UCB BLU CARD, RSSP. OCCURRED UNKNOWN TIME OVER LAST MONTH","UNDER INVESTIGATION"
"6/13/19 14:14","","TRAFFIC STOP","TRAFFIC STOP","BANC-TELE","","CLOSED BY CITATION"
"6/13/19 14:30","","TRAFFIC STOP","TRAFFIC STOP","IFO UCPD","","WARNING ISSUED"
"6/13/19 15:29","19-01567","TOW","TOWED VEHICLE-POSTED TOW AREA","335 OHLONE AVE","OCCD 06/13/2019, 1533 BLACK MERCEDES E320, 4WGU817, TOWED FOR PARKING IN POSTED TOW AWAY, 335 OHLONE, UVA.","UNDER INVESTIGATION"
"6/13/19 16:52","","ALL OTHER OFFENSES","RULE VIOLATION","CESAR CHAVEZ CENTER","","CLOSED"
"6/13/19 17:12","19-01568","LARCENY/THEFT","PETTY THEFT -BIKE REPORT","WHEELER HALL","OCCD 06/13/2019, 1410-1700 (FA-35-O) REPORTS THE THEFT OF HER BLACK SHOWGUN MOUNTAIN UNISEX 7-SPEED BICYCLE, WHEELER HALL. LOSS $200.","UNDER INVESTIGATION"
"6/13/19 18:16","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE","MLK","","CLOSED"
"6/13/19 19:56","","TRAFFIC STOP","TRAFFIC STOP","CENTER E SHAT","","CLOSED BY CITATION"
"6/13/19 20:23","","PEDESTRIAN STOP","SUSPECT STOP","OHLONE KINKAID","","FIELD IDENTIFICATION CARD"
"6/13/19 20:25","","MISC. SERVICE","CIVIL ADVICE","UNIT-1","","CLOSED"
"6/13/19 20:33","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE","WURSTER HALL","","CLOSED"
"6/13/19 21:04","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE","1995 UNIVERSITY AV","","CLOSED"
"6/13/19 21:09","","TRAFFIC STOP","TRAFFIC STOP","TELE DURANT","","WARNING ISSUED"
"6/13/19 21:19","","SUSPICIOUS EVENT","SUSPICIOUS VEHICLE","CLARK KERR CAMPUS","","CLOSED"
"6/13/19 21:31","","PEDESTRIAN STOP","PEDESTRIAN STOP","LOWER SPROUL GARAGE","","CLOSED"
"6/13/19 21:45","","TRAFFIC STOP","TRAFFIC STOP","2500 DURANT","","CLOSED BY CITATION"
"6/13/19 21:51","","TRAFFIC STOP","TRAFFIC STOP","DANA CHAN","","WARNING ISSUED"
"6/13/19 22:02","","PEDESTRIAN STOP","SUSPECT STOP","PEOPLES PARK","","FIELD IDENTIFICATION CARD"
"6/13/19 22:04","","TRAFFIC STOP","TRAFFIC STOP","UNI SHAT","","CLOSED BY CITATION"
"6/13/19 22:21","","PEDESTRIAN STOP","SUSPECT STOP","ALUMNAE HALL","","CLOSED"
"6/13/19 22:39","","TRAFFIC STOP","TRAFFIC STOP","PIEDMONT DURANT","","WARNING ISSUED"
"6/13/19 22:37","","SUSPICIOUS EVENT","SUSPICIOUS PERSON","EVANS FIELD","","CLOSED"
"6/13/19 22:51","19-01569","LARCENY/THEFT","GRAND THEFT -REPORT","BWW","OCCD 6/13/2019 1700-2045 (FW-28-E) REPORTS THE THEFT OF HER GREY LEATHER BACKPACK AND 13 INCH MACBOOK PRO LAPTOP IN A PINK CASE, BWW. LOSS: $3400.","UNDER INVESTIGATION"
"6/13/19 23:09","","TRAFFIC STOP","TRAFFIC STOP","TELE DURANT","","CLOSED BY CITATION"
"6/13/19 23:27","","TRAFFIC STOP","TRAFFIC STOP","PIED CHANNING","","WARNING ISSUED"
"6/13/19 23:37","","ALL OTHER OFFENSES","DISTURBING PEACE-ENTERTAINMENT","LHS VISTA LOT","","CLOSED"
"6/14/19 0:42","","TRAFFIC STOP","TRAFFIC STOP","DUR E ELLES","","WARNING ISSUED"
"6/14/19 1:26","","PEDESTRIAN STOP","SUSPECT STOP","ASUC GARAGE","","FIELD IDENTIFICATION CARD"
"6/14/19 1:34","","TRAFFIC STOP","TRAFFIC STOP","ADD OX","","WARNING ISSUED"
"6/14/19 2:12","","MAINTENANCE ISSUE","CAMPUS CONDITION -SECURITY","MLK","","CLOSED"
"6/14/19 6:07","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE","DWINELLE HALL","","CLOSED"
"6/14/19 6:28","","WELFARE CHECK","CHECK WELFARE- 911 CALL","REC SPRT FAC","","CLOSED"
"6/14/19 7:55","","WELFARE CHECK","CHECK WELFARE- 911 CALL","CALIFORNIA HALL","","CLOSED"
"6/14/19 8:33","","PEDESTRIAN STOP","SUSPECT STOP","LOWER SPROUL GARAGE","","FIELD IDENTIFICATION CARD"
"6/14/19 8:43","","VEHICLE CODE VIOLATION","VEHICLE CODE VIOLATION","LOWER SPROUL GARAGE","","CLOSED"
"6/14/19 8:45","19-01570","LARCENY/THEFT","AUTO BURGLARY -REPORT","UNDERHILL LOT","OCCD 06/13/2019,1400 - 06/14/2019, 0700 (MH-45-E) REPORTS BURGLARY VIA PRY TO UC OWNED VEHICLE. LOSS $1050","UNDER INVESTIGATION"
"6/14/19 9:06","","WELFARE CHECK","FEMALE CALLING FOR HELP","SIMON HALL","","CLOSED"
"6/14/19 9:21","","LARCENY/THEFT","BICYCLE THEFT -IN PROGRESS","REC SPRT FAC","","CLOSED"
"6/14/19 9:22","19-01573","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE - REPORT","SIGNPOST-20","OCCD 06/14/2018, 0922 FOUND AMMUNITION CASINGS, SIGNPOST-20.","UNDER INVESTIGATION"
"6/14/19 9:48","19-01574","LARCENY/THEFT","PETTY THEFT -REPORT","UVA-168","OCCD 05/15/2019, 1129-1220 (FO-30-O) REPORTS THEFT OF PACKAGE CONTAINING BOSE HEADPHONES. LOSS $282","UNDER INVESTIGATION"
"6/14/19 10:07","19-01571","TRAFFIC","ACCIDENT / MINOR INJURIES","CENTENNIAL DR","OCCURRED: 06/14/19 1007 HOURS (MB-39-E) VICTIM OF MINOR TRAFFIC ACCIDENT, CENTENNIAL DR. BFD AND ACFD RESPONDED. VICTIM TRANSPORTED TO HIGHLAND HOSPITAL.","UNDER INVESTIGATION"
"6/14/19 10:23","19-01572","LARCENY/THEFT","AUTO BURGLARY -REPORT","UNDERHILL LOT","OCCD 06/13/2019, 1600 - 06/14/2019 1000 (MO-39-E) REPORTS BURGLARY VIA PRY TO UC OWNED VEHICLE, UNDERHILL. LOSS $1400","UNDER INVESTIGATION"
"6/14/19 11:44","","SUSPICIOUS EVENT","SUSPICIOUS PERSON","MEMORIAL STADIUM","","CLOSED"
"6/14/19 12:27","","ALL OTHER OFFENSES","DISTURBING THE PEACE","HEARST GYM","","FIELD IDENTIFICATION CARD"
"6/14/19 13:04","","ALL OTHER OFFENSES","DISTURBING THE PEACE","UPPER SPROUL PLAZA","","CLOSED"
"6/14/19 13:43","","WELFARE CHECK","WELFARE CHECK","WEST CRESCENT","","CLOSED"
"6/14/19 13:48","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE - REPORT","MLK","","CLOSED"
"6/14/19 13:57","19-01575","BURGLARY","BURGLARY -ATTEMPT","UNIT-1 LOADING DOCK","OCCURRED: 06/13/19 2330 - 06/14/19 0815 HOURS (MWA-E) REPORTS ATTEMPTED AUTO BURGLARY TO HIS WHITE FORD F250 UC VEHICLE, UNIT 1 LOADING DOCK.","UNDER INVESTIGATION"
"6/14/19 14:27","","HEALTH AND SAFETY CODE VIOLATION","HEALTH AND SAFETY CODE","SPIEKER PLAZA","","CLOSED"
"6/14/19 14:38","19-01577","LARCENY/THEFT","PETTY THEFT -REPORT","UVA-115","OCCD 06/13/2019, 2300 - 06/14/2019, 1430 (FX-21-O) REPORTS THEFT OF DOG ACCESSORY, 515 WEST END WAY, UVA. LOSS $12.99","CLOSED"
"6/14/19 15:12","19-01576","MISC. SERVICE","FOUND PROPERTY","SPROUL HALL","OCCD 6/14/2019, 1513 FOUND APPLE IPAD AND APPLE PEN TURNED IN FOR SAFELEEPING, SPROUL HALL.","UNDER INVESTIGATION"
"6/14/19 15:22","","ALL OTHER OFFENSES","RULE VIOLATION","ENERGY BIOSCIENCES INSTITUTE","","CLOSED"
"6/14/19 16:01","19-01579","SEX OFFENSES","SEXUAL BATTERY","CENTENNIAL DR","OCCD 1/27/2019 2230 (FXA-S) VICTIM OF SEXUAL BATTERY, CENTENNIAL DRIVE.","UNDER INVESTIGATION"
"6/14/19 16:03","19-01578","ALL OTHER OFFENSES","DISTURBING THE PEACE","MLK","OCCD 06/14/2019 16:22 CORREALE, ARMANDO (MW-37-O) ARRESTED FOR VANDALISM AND PUBLIC INTOXICATION, MLK TO ABH VIA BFD.","CLOSED BY ARREST"
"6/14/19 16:26","","TRAFFIC STOP","TRAFFIC STOP","2515 HILLEGASS","","WARNING ISSUED"
"6/14/19 16:58","","TRAFFIC STOP","TRAFFIC STOP","DURANT IFO UNIT 3","","WARNING ISSUED"
"6/14/19 20:24","","WELFARE CHECK","CHECK WELFARE- 911 CALL","300 GOODING WAY","","CLOSED"
"6/14/19 22:08","","ALL OTHER OFFENSES","RULE VIOLATION","PEOPLES PARK","","CLOSED"
"6/14/19 22:13","","PEDESTRIAN STOP","SUSPECT STOP","UCPD","","CLOSED"
"6/14/19 23:14","19-01580","LARCENY/THEFT","PETTY THEFT -ATTEMPT","JACOBS HALL","OCCD 06/15/2019, 2314 ATTEMPTED THEFT OF A BICYCLE, JACOBS HALL. UNK SUSPECT.","UNDER INVESTIGATION"
"6/14/19 23:33","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE","UNIT-1 PUTNAM","","CLOSED"
"6/15/19 0:02","","OUTSIDE ASSIST","OUTSIDE ASSIST - BPD","DURANT/BOWDITCH","","CLOSED"
"6/15/19 0:24","","PEDESTRIAN STOP","SUSPECT STOP","MEMORIAL GLADE","","CLOSED"
"6/15/19 0:30","","PEDESTRIAN STOP","SUSPECT STOP","CAMPANILE WAY","","FIELD IDENTIFICATION CARD"
"6/15/19 0:39","19-01582","OTHER ASSAULTS","BATTERY AGAINST PEACE OFFICER","LECONTE HALL","OCCD 6/15/2019 0049 CARTER, TONY (MW-29-O) CITED AND RELEASED FOR BATTERY ON PEACE OFFICER AND RESISTING ARREST AND EXCLUDED FROM CAMPUS FOR 7 DAYS, LECONTE HALL.","CLOSED BY CITATION"
